Name,Coach_ID,Team,Season,League,Matches,Expectation,Result,Difference
Beñat San José,Beñat San José-EUP-2021,KAS Eupen,2021,BEL-First Division,30,35.4699,41.1571,5.6872
Bjarne Berntsen,Bjarne Berntsen-VIK-1920,Viking FK,1920,NOR-Eliteserien,34,34.5806,47,12.4194
Bjarne Berntsen,Bjarne Berntsen-VIK-2021,Viking FK,2021,NOR-Eliteserien,26,44.87295,44,-0.87295
Bjarte Aarsheim,Bjarte Aarsheim-VIK-2021,Viking FK,2021,NOR-Eliteserien,9,44,44,0
Bjarte Aarsheim,Bjarte Aarsheim-VIK-2122,Viking FK,2122,NOR-Eliteserien,30,44.6904,57,12.3096
Bjørn Petter Ingebretsen,Bjørn Petter Ingebretsen-STR-1819,Strømsgodset IF,1819,NOR-Eliteserien,10,33.5445,31,-2.5445
Bjørn Petter Ingebretsen,Bjørn Petter Ingebretsen-STR-1920,Strømsgodset IF,1920,NOR-Eliteserien,8,43.8764,35.80085,-8.07555
Bo Henriksen,Bo Henriksen-FCM-2122,FC Midtjylland,2122,DEN-Superligaen,28,63.15505,65,1.84495
Bo Svensson,Bo Svensson-MNZ-2021,1. FSV Mainz 05,2021,GER-Bundesliga,19,24.2942,39,14.7058
Bo Svensson,Bo Svensson-MNZ-2122,1. FSV Mainz 05,2122,GER-Bundesliga,35,43.0296,46,2.9704
Bolo,Bolo-PON-1920,SD Ponferradina,1920,ESP-La Liga 2,40,49.6444,51,1.3556
Bolo,Bolo-PON-2021,SD Ponferradina,2021,ESP-La Liga 2,40,47.61785,57,9.38215
Bolo,Bolo-PON-2122,SD Ponferradina,2122,ESP-La Liga 2,45,51.8167,63,11.1833
Bordalás,Bordalás-GET-1819,Getafe CF,1819,ESP-La Liga,32,52.4545,59,6.5455
Bordalás,Bordalás-GET-1920,Getafe CF,1920,ESP-La Liga,35,52.1003,54,1.8997
Bordalás,Bordalás-GET-2021,Getafe CF,2021,ESP-La Liga,35,51.6181,38,-13.6181
Bordalás,Bordalás-VAL-2122,Valencia CF,2122,ESP-La Liga,37,47.92925,48,0.07075
Boris Schommers,Boris Schommers-NUR-1819,1. FC Nürnberg,1819,GER-Bundesliga,14,21.67705,19,-2.67705
Borja Jiménez,Borja Jiménez-CAR-2021,FC Cartagena,2021,ESP-La Liga 2,15,51.82295,48.64305,-3.1799
Borja Jiménez,Borja Jiménez-COP-1920,FC Cartagena,1920,DEN-Superligaen,14,72.6335,68,-4.6335
Borja Jiménez,Borja Jiménez-COP-2021,FC Cartagena,2021,DEN-Superligaen,13,57.80285,49.9166,-7.88625
Brendan Rodgers,Brendan Rodgers-CEL-1819,Celtic FC,1819,SCO-premiership,17,76.17305,88.31095,12.1379
Brendan Rodgers,Brendan Rodgers-LEI-1819,Leicester City,1819,ENG-Premier League,13,48.91315,52,3.08685
Brendan Rodgers,Brendan Rodgers-LEI-1920,Leicester City,1920,ENG-Premier League,41,51.72425,62,10.27575
Brendan Rodgers,Brendan Rodgers-LEI-2021,Leicester City,2021,ENG-Premier League,36,57.15855,66,8.84145
Brendan Rodgers,Brendan Rodgers-LEI-2122,Leicester City,2122,ENG-Premier League,38,56.85445,52,-4.85445
Brian Barry-Murphy,Brian Barry-Murphy-ROCH-1819,Rochdale AFC,1819,ENG-League One,13,42.82265,54,11.17735
Brian Barry-Murphy,Brian Barry-Murphy-ROCH-1920,Rochdale AFC,1920,ENG-League One,34,49.9897,36,-13.9897
Brian Barry-Murphy,Brian Barry-Murphy-ROCH-2021,Rochdale AFC,2021,ENG-League One,37,50.13125,47,-3.13125
Brian Dutton,Brian Dutton-WAL-2021,Walsall FC,2021,ENG-League Two,15,59.68445,53,-6.68445
Brian Priske,Brian Priske-ANT-2122,Royal Antwerp FC,2122,BEL-First Division,29,52.41465,63.84985,11.4352
Brian Priske,Brian Priske-FCM-1920,FC Midtjylland,1920,DEN-Superligaen,29,69.9462,82,12.0538
Brian Priske,Brian Priske-FCM-2021,FC Midtjylland,2021,DEN-Superligaen,31,61.21555,60,-1.21555
Brian Rice,Brian Rice-HAM-1819,Hamilton Academical,1819,SCO-premiership,15,24.7299,33,8.2701
Brian Rice,Brian Rice-HAM-1920,Hamilton Academical,1920,SCO-premiership,27,29.7434,36.8655,7.1221
Brian Rice,Brian Rice-HAM-2021,Hamilton Academical,2021,SCO-premiership,37,40.0744,30,-10.0744
Bruno Génésio,Bruno Génésio-LYON-1819,Olympique Lyon,1819,FRA-Ligue 1,33,66.04165,72,5.95835
Bruno Génésio,Bruno Génésio-REN-2021,Stade Rennes,2021,FRA-Ligue 1,12,53.4298,58,4.5702
Bruno Génésio,Bruno Génésio-REN-2122,Stade Rennes,2122,FRA-Ligue 1,36,56.3454,66,9.6546
Bruno Irles,Bruno Irles-TRY-2122,ESTAC Troyes,2122,FRA-Ligue 1,19,38.04875,38,-0.04875
Bruno Irles,Bruno Irles-USQR-2122,US Quevilly-Rouen,2122,FRA-Ligue 2,17,45.0535,45.057,0.0035
Bruno Labbadia,Bruno Labbadia-HER-1920,Hertha BSC,1920,GER-Bundesliga,10,36.92535,41,4.07465
Bruno Labbadia,Bruno Labbadia-HER-2021,Hertha BSC,2021,GER-Bundesliga,17,42.87165,35.88525,-6.9864
Bruno Labbadia,Bruno Labbadia-WLF-1819,VfL Wolfsburg,1819,GER-Bundesliga,30,44.1824,55,10.8176
Bruno Lage,Bruno Lage-BEN-1819,SL Benfica,1819,POR-Primeira Liga,19,73.29035,87,13.70965
Bruno Lage,Bruno Lage-BEN-1920,SL Benfica,1920,POR-Primeira Liga,32,76.96955,76.45105,-0.5185
Bruno Lage,Bruno Lage-WOL-2122,Wolverhampton Wanderers,2122,ENG-Premier League,38,46.2499,51,4.7501
Bruno Lopes,Bruno Lopes-BET-1920,Portimonense SC,1920,POR-Primeira Liga,4,34.6963,31.28575,-3.41055
Bruno Pinheiro,Bruno Pinheiro-ESTO-2122,GD Estoril,2122,POR-Primeira Liga,37,41.79125,39,-2.79125
Bruno Tedino,Bruno Tedino-PAL-1819,Palermo FC,1819,ITA-Serie B,1,61.43565,61.43565,0
Bruno Tedino,Bruno Tedino-PDC-2122,Pordenone Calcio,2122,ITA-Serie B,28,29.5004,18,-11.5004
Bruno Tedino,Bruno Tedino-VIR-1920,Virtus Entella,1920,ITA-Serie B,2,48,48,0
Bruno Tedino,Bruno Tedino-VIR-2021,Virtus Entella,2021,ITA-Serie B,9,47.68295,39.56935,-8.1136
Bülent Korkmaz,Bülent Korkmaz-ALA-2122,Alanyaspor,2122,TUR-Super Lig,14,46.87345,53.31785,6.4444
Bülent Korkmaz,Bülent Korkmaz-ANT-1819,Antalyaspor,1819,TUR-Super Lig,29,42.2231,45,2.7769
Bülent Korkmaz,Bülent Korkmaz-ANT-1920,Antalyaspor,1920,TUR-Super Lig,12,37.0068,33.4675,-3.5393
Bülent Korkmaz,Bülent Korkmaz-CAY-2122,Çaykur Rizespor,2122,TUR-Super Lig,13,33.64385,36,2.35615
Bülent Korkmaz,Bülent Korkmaz-KNY-1920,Konyaspor,1920,TUR-Super Lig,14,32.8142,36,3.1858
Bülent Korkmaz,Bülent Korkmaz-KNY-2021,Konyaspor,2021,TUR-Super Lig,1,50.9251,50.9251,0
Bülent Uygun,Bülent Uygun-CAY-2021,Çaykur Rizespor,2021,TUR-Super Lig,10,42.27175,48,5.72825
Bülent Uygun,Bülent Uygun-CAY-2122,Çaykur Rizespor,2122,TUR-Super Lig,6,43.3547,32.1049,-11.2498
Bülent Uygun,Bülent Uygun-DZL-1920,Denizlispor,1920,TUR-Super Lig,9,35.35955,36.55365,1.1941
Bülent Uygun,Bülent Uygun-KAY-1920,Kayserispor,1920,TUR-Super Lig,7,30.27285,24.94665,-5.3262
Callum Davidson,Callum Davidson-STJO-2021,St. Johnstone FC,2021,SCO-premiership,37,43.46855,45,1.53145
Callum Davidson,Callum Davidson-STJO-2122,St. Johnstone FC,2122,SCO-premiership,34,46.4443,35,-11.4443
Carit Falch,Carit Falch-VEJ-2122,Vejle BK,2122,DEN-Superligaen,2,33.7064,31.863,-1.8434
Carl Fletcher,Carl Fletcher-LEY-1920,Leyton Orient,1920,ENG-League Two,14,58.83935,54.93465,-3.9047
Carlo Ancelotti,Carlo Ancelotti-EVE-1920,Everton FC,1920,ENG-Premier League,23,47.8691,49,1.1309
Carlo Ancelotti,Carlo Ancelotti-EVE-2021,Everton FC,2021,ENG-Premier League,36,50.59805,59,8.40195
Carlo Ancelotti,Carlo Ancelotti-MAD-2122,Real Madrid,2122,ESP-La Liga,37,75.2697,86,10.7303
Carlo Ancelotti,Carlo Ancelotti-NAP-1819,SSC Napoli,1819,ITA-Serie A,32,74.7735,79,4.2265
Carlo Ancelotti,Carlo Ancelotti-NAP-1920,SSC Napoli,1920,ITA-Serie A,13,75.29245,64.33105,-10.9614
Carlos Carvalhal,Carlos Carvalhal-BRAG-2021,Sporting Braga,2021,POR-Primeira Liga,33,57.66045,64,6.33955
Carlos Carvalhal,Carlos Carvalhal-BRAG-2122,Sporting Braga,2122,POR-Primeira Liga,37,58.89055,65,6.10945
Carlos Carvalhal,Carlos Carvalhal-RIO-1920,Rio Ave FC,1920,POR-Primeira Liga,37,43.666,55,11.334
Carlos Corberán,Carlos Corberán-HUD-1920,Huddersfield Town,1920,ENG-Championship,1,51,51,0
Carlos Corberán,Carlos Corberán-HUD-2021,Huddersfield Town,2021,ENG-Championship,35,61.4775,49,-12.4775
Carlos Corberán,Carlos Corberán-HUD-2122,Huddersfield Town,2122,ENG-Championship,39,54.5261,82,27.4739
Carrión,Carrión-CAR-2021,FC Cartagena,2021,ESP-La Liga 2,22,43.9389,49,5.0611
Carrión,Carrión-CAR-2122,FC Cartagena,2122,ESP-La Liga 2,45,52.91135,60,7.08865
Carrión,Carrión-COP-2021,FC Cartagena,2021,DEN-Superligaen,17,50.4459,55,4.5541
Carrión,Carrión-COP-2122,FC Cartagena,2122,DEN-Superligaen,28,55.92195,68,12.07805
Carrión,Carrión-NUM-1920,CD Numancia,1920,ESP-La Liga 2,37,50.43485,50,-0.43485
Celades,Celades-VAL-1920,Valencia CF,1920,ESP-La Liga,25,56.1964,56.3525,0.1561
Cem Kavçak,Cem Kavçak-AKB-1819,Akhisar Belediyespor,1819,TUR-Super Lig,14,42.66025,27,-15.66025
Cesare Prandelli,Cesare Prandelli-FIO-2021,ACF Fiorentina,2021,ITA-Serie A,18,50.55085,41.2649,-9.28595
Cesare Prandelli,Cesare Prandelli-GEN-1819,Genoa CFC,1819,ITA-Serie A,22,40.17455,38,-2.17455
Chris Beech,Chris Beech-CAR-1920,Carlisle United,1920,ENG-League Two,19,50.0805,42,-8.0805
Chris Beech,Chris Beech-CAR-2021,Carlisle United,2021,ENG-League Two,37,54.21,66,11.79
Chris Beech,Chris Beech-CAR-2122,Carlisle United,2122,ENG-League Two,10,59.1168,48.46505,-10.65175
Chris Hughton,Chris Hughton-BHA-1819,Brighton & Hove Albion,1819,ENG-Premier League,32,42.18015,36,-6.18015
Chris Hughton,Chris Hughton-FOR-2021,Nottingham Forest,2021,ENG-Championship,30,54.90645,52,-2.90645
Chris Hughton,Chris Hughton-FOR-2122,Nottingham Forest,2122,ENG-Championship,5,57.67445,47.10685,-10.5676
Chris Powell,Chris Powell-SOUT-1819,Southend United,1819,ENG-League One,25,60.9179,50.31275,-10.60515
Chris Wilder,Chris Wilder-MID-2122,Middlesbrough FC,2122,ENG-Championship,27,62.5428,70,7.4572
Chris Wilder,Chris Wilder-SHEF-1819,Sheffield United,1819,ENG-Championship,33,69.4233,89,19.5767
Chris Wilder,Chris Wilder-SHEF-1920,Sheffield United,1920,ENG-Premier League,41,35.9584,54,18.0416
Chris Wilder,Chris Wilder-SHEF-2021,Sheffield United,2021,ENG-Premier League,25,43.44745,23.4985,-19.94895
Christian Eichner,Christian Eichner-KAR-1920,Karlsruher SC,1920,GER-Bundesliga 2,14,35.71965,37,1.28035
Christian Eichner,Christian Eichner-KAR-2021,Karlsruher SC,2021,GER-Bundesliga 2,33,43.0844,52,8.9156
Christian Eichner,Christian Eichner-KAR-2122,Karlsruher SC,2122,GER-Bundesliga 2,33,48.5314,41,-7.5314
Christian Gourcuff,Christian Gourcuff-NAN-1920,FC Nantes,1920,FRA-Ligue 1,26,52.71455,50.73965,-1.9749
Christian Gourcuff,Christian Gourcuff-NAN-2021,FC Nantes,2021,FRA-Ligue 1,12,49.0277,45.9364,-3.0913
Christian Gross,Christian Gross-SCH-2021,FC Schalke 04,2021,GER-Bundesliga,8,20.2683,18.79465,-1.47365
Christian Heinle,Christian Heinle-SJR-2122,SV Ried,2122,AUS-Bundesliga,9,23.8954,25.12415,1.22875
Christian Ilzer,Christian Ilzer-SSG-1920,Sturm Graz,1920,AUS-Bundesliga,1,19,19,0
Christian Ilzer,Christian Ilzer-SSG-2021,Sturm Graz,2021,AUS-Bundesliga,24,24.72685,30.34848,5.62163
Christian Ilzer,Christian Ilzer-SSG-2122,Sturm Graz,2122,AUS-Bundesliga,19,32.0924,32.49455,0.40215
Christian Ilzer,Christian Ilzer-VIE-1920,Austria Wien,1920,AUS-Bundesliga,28,27.00325,34,6.99675
Christian Ilzer,Christian Ilzer-WOL-1819,Wolfsberger AC,1819,AUS-Bundesliga,27,27.6744,31,3.3256
Christian Järdler,Christian Järdler-MJA-2122,Mjällby AIF,2122,SWE-Allvenskan,12,37.9478,30.44245,-7.50535
Christian Michelsen,Christian Michelsen-KRI-1819,Kristiansund BK,1819,NOR-Eliteserien,10,40.7424,46,5.2576
Christian Michelsen,Christian Michelsen-KRI-1920,Kristiansund BK,1920,NOR-Eliteserien,34,39.58125,41,1.41875
Christian Michelsen,Christian Michelsen-KRI-2021,Kristiansund BK,2021,NOR-Eliteserien,35,40.6695,48.29898,7.62948
Christian Michelsen,Christian Michelsen-KRI-2122,Kristiansund BK,2122,NOR-Eliteserien,30,40.5013,46,5.4987
Christian Preußer,Christian Preußer-F95-2122,Fortuna Düsseldorf,2122,GER-Bundesliga 2,19,51.99835,38.91475,-13.0836
Christian Streich,Christian Streich-FRE-1819,SC Freiburg,1819,GER-Bundesliga,30,34.37395,36,1.62605
Christian Streich,Christian Streich-FRE-1920,SC Freiburg,1920,GER-Bundesliga,36,36.1756,48,11.8244
Christian Streich,Christian Streich-FRE-2021,SC Freiburg,2021,GER-Bundesliga,33,40.07385,45,4.92615
Christian Streich,Christian Streich-FRE-2122,SC Freiburg,2122,GER-Bundesliga,35,41.5489,55,13.4511
Christian Titz,Christian Titz-HSV-1819,Hamburger SV,1819,GER-Bundesliga 2,4,58.04375,56.32125,-1.7225
Christian Zermatten,Christian Zermatten-SION-1819,FC Sion,1819,SWI-Super League,3,41.9567,41.71225,-0.24445
Christian Zermatten,Christian Zermatten-SION-1920,FC Sion,1920,SWI-Super League,5,42.09105,41.0904,-1.00065
Christoph Dabrowski,Christoph Dabrowski-HAN-2122,Hannover 96,2122,GER-Bundesliga 2,19,40.0425,42,1.9575
Christophe Delmotte,Christophe Delmotte-VAL-2122,Valenciennes FC,2122,FRA-Ligue 2,23,40.2472,44,3.7528
Christophe Galtier,Christophe Galtier-LLE-1819,Lille OSC,1819,FRA-Ligue 1,33,53.4518,75,21.5482
Christophe Galtier,Christophe Galtier-LLE-1920,Lille OSC,1920,FRA-Ligue 1,26,59.9758,65.9862,6.0104
Christophe Galtier,Christophe Galtier-LLE-2021,Lille OSC,2021,FRA-Ligue 1,35,59.36425,83,23.63575
Christophe Galtier,Christophe Galtier-NCE-2122,OGC Nice,2122,FRA-Ligue 1,36,49.24185,67,17.75815
Christophe Pélissier,Christophe Pélissier-AMI-1819,Amiens SC,1819,FRA-Ligue 1,33,39.49945,38,-1.49945
Christophe Pélissier,Christophe Pélissier-LOR-1920,FC Lorient,1920,FRA-Ligue 2,26,70.25685,71.9889,1.73205
Christophe Pélissier,Christophe Pélissier-LOR-2021,FC Lorient,2021,FRA-Ligue 1,35,45.70875,42,-3.70875
Christophe Pélissier,Christophe Pélissier-LOR-2122,FC Lorient,2122,FRA-Ligue 1,36,45.05645,36,-9.05645
Cihat Arslan,Cihat Arslan-AKB-1819,Akhisar Belediyespor,1819,TUR-Super Lig,15,40.9712,30.84305,-10.12815
Cihat Arslan,Cihat Arslan-KAS-2122,Kasımpaşa SK,2122,TUR-Super Lig,8,48.33695,41.84125,-6.4957
Cihat Arslan,Cihat Arslan-MAL-2122,Yeni Malatyaspor,2122,TUR-Super Lig,11,29.24205,20,-9.24205
Ciriaco Sforza,Ciriaco Sforza-BAS-2021,FC Basel,2021,SWI-Super League,21,70.08035,51.3122,-18.76815
Claude Makélélé,Claude Makélélé-EUP-1819,KAS Eupen,1819,BEL-First Division,21,30.16025,29.7315,-0.42875
Claude Puel,Claude Puel-LEI-1819,Leicester City,1819,ENG-Premier League,21,50.4193,49.75605,-0.66325
Claude Puel,Claude Puel-STE-1920,AS Saint-Étienne,1920,FRA-Ligue 1,18,48.8687,41.5421,-7.3266
Claude Puel,Claude Puel-STE-2021,AS Saint-Étienne,2021,FRA-Ligue 1,35,45.44495,46,0.55505
Claude Puel,Claude Puel-STE-2122,AS Saint-Étienne,2122,FRA-Ligue 1,14,47.8908,36.10515,-11.78565
Claudio Foscarini,Claudio Foscarini-PAD-1819,Calcio Padova,1819,ITA-Serie B,7,37.6577,32.1803,-5.4774
Claudio Ranieri,Claudio Ranieri-FUL-1819,Fulham FC,1819,ENG-Premier League,14,31.50465,25.88765,-5.617
Claudio Ranieri,Claudio Ranieri-ROM-1819,AS Roma,1819,ITA-Serie A,11,65.13905,66,0.86095
Claudio Ranieri,Claudio Ranieri-SMP-1920,Sampdoria,1920,ITA-Serie A,28,40.64975,42,1.35025
Claudio Ranieri,Claudio Ranieri-SMP-2021,Sampdoria,2021,ITA-Serie A,34,45.96565,52,6.03435
Claudio Ranieri,Claudio Ranieri-WAT-2122,Watford FC,2122,ENG-Premier League,15,34.50035,30.65765,-3.8427
Claus Nørgaard,Claus Nørgaard-SON-1819,SønderjyskE,1819,DEN-Superligaen,11,44.43365,38.28155,-6.1521
Cláudio Braga,Cláudio Braga-MARI-1819,CS Marítimo,1819,POR-Primeira Liga,8,44.05175,37.01865,-7.0331
Colin Calderwood,Colin Calderwood-CAM-1819,Cambridge United,1819,ENG-League Two,23,45.151,47,1.849
Colin Calderwood,Colin Calderwood-CAM-1920,Cambridge United,1920,ENG-League Two,25,48.74345,46.45295,-2.2905
Constantin Gâlcă,Constantin Gâlcă-VEJ-1819,Vejle BK,1819,DEN-Superligaen,1,27.2217,27.2217,0
Constantin Gâlcă,Constantin Gâlcă-VEJ-2021,Vejle BK,2021,DEN-Superligaen,31,28.87895,38,9.12105
Costinha,Costinha-CDM-1819,CD Nacional,1819,POR-Primeira Liga,33,37.47845,28,-9.47845
Craig Levein,Craig Levein-HOM-1819,Heart of Midlothian,1819,SCO-premiership,29,66.6084,51,-15.6084
Craig Levein,Craig Levein-HOM-1920,Heart of Midlothian,1920,SCO-premiership,10,46.8351,41.13745,-5.69765
Cristian Brocchi,Cristian Brocchi-MON-2021,AC Monza,2021,ITA-Serie B,35,69.44945,64,-5.44945
Cristian Brocchi,Cristian Brocchi-VIC-2122,Vicenza Virtus,2122,ITA-Serie B,22,34.4477,29.6433,-4.8044
Cristian Bucchi,Cristian Bucchi-BEN-1819,Benevento Calcio,1819,ITA-Serie B,35,60.4256,60,-0.4256
Cristian Bucchi,Cristian Bucchi-EMP-1920,Empoli FC,1920,ITA-Serie B,11,71.82565,59.30245,-12.5232
Cristian Fiél,Cristian Fiél-DRES-1819,Dynamo Dresden,1819,GER-Bundesliga 2,12,40.0078,42,1.9922
Cristian Fiél,Cristian Fiél-DRES-1920,Dynamo Dresden,1920,GER-Bundesliga 2,14,40.53425,34.0531,-6.48115
Cristiano Lucarelli,Cristiano Lucarelli-LVO-1819,AS Livorno,1819,ITA-Serie B,6,33.3778,31.38855,-1.98925
Cristiano Lucarelli,Cristiano Lucarelli-TERN-2122,Ternana Calcio,2122,ITA-Serie B,35,47.27895,54,6.72105
Cristóbal Parralo,Cristóbal Parralo-ADA-1819,AD Alcorcón,1819,ESP-La Liga 2,39,64.01335,52,-12.01335
Cristóbal Parralo,Cristóbal Parralo-RAC-1920,Racing Santander,1920,ESP-La Liga 2,11,44.7775,39.3531,-5.4244
Curro Torres,Curro Torres-COR-1819,Córdoba CF,1819,ESP-La Liga 2,13,41.6024,39.14735,-2.45505
Curro Torres,Curro Torres-LUG-1920,CD Lugo,1920,ESP-La Liga 2,13,42.89075,45.9461,3.05535
Custódio,Custódio-BRAG-1920,Sporting Braga,1920,POR-Primeira Liga,5,64.84955,59.19445,-5.6551
Cyrille Carrière,Cyrille Carrière-ORL-1920,US Orléans,1920,FRA-Ligue 2,8,31.89235,29.32125,-2.5711
Cédric Daury,Cédric Daury-AUX-1819,AJ Auxerre,1819,FRA-Ligue 2,8,43.34115,41,-2.34115
César Peixoto,César Peixoto-FERR-2122,Paços de Ferreira,2122,POR-Primeira Liga,22,33.2581,38,4.7419
César Peixoto,César Peixoto-MORE-2021,Moreirense FC,2021,POR-Primeira Liga,25,39.4766,43,3.5234
Dag-Eilev Fagermo,Dag-Eilev Fagermo-ODDS-1819,Odds BK,1819,NOR-Eliteserien,10,42.89855,40,-2.89855
Dag-Eilev Fagermo,Dag-Eilev Fagermo-ODDS-1920,Odds BK,1920,NOR-Eliteserien,32,41.5453,52,10.4547
Dag-Eilev Fagermo,Dag-Eilev Fagermo-VAL-1920,Vålerenga IF,1920,NOR-Eliteserien,2,34,34,0
Dag-Eilev Fagermo,Dag-Eilev Fagermo-VAL-2021,Vålerenga IF,2021,NOR-Eliteserien,35,38.7687,55,16.2313
Dag-Eilev Fagermo,Dag-Eilev Fagermo-VAL-2122,Vålerenga IF,2122,NOR-Eliteserien,30,47.4814,45,-2.4814
Damir Burić,Damir Burić-ADM-2021,FC Admira Wacker,2021,AUS-Bundesliga,21,18.60045,18.04604,-0.55441
Damir Burić,Damir Burić-FUR-1819,SpVgg Greuther Fürth,1819,GER-Bundesliga 2,14,44.50565,37.78895,-6.7167
Damir Čanadi,Damir Čanadi-NUR-1920,1. FC Nürnberg,1920,GER-Bundesliga 2,11,50.26575,46.00395,-4.2618
Damir Čanadi,Damir Čanadi-SCR-2021,SCR Altach,2021,AUS-Bundesliga,5,18.86185,22.50972,3.64787
Damir Čanadi,Damir Čanadi-SCR-2122,SCR Altach,2122,AUS-Bundesliga,16,23.81135,17.7461,-6.06525
Dan Petrescu,Dan Petrescu-KAY-2021,Kayserispor,2021,TUR-Super Lig,6,40.3685,40.4066,0.0381
Daniel Bäckström,Daniel Bäckström-SIR-2122,IK Sirius,2122,SWE-Allvenskan,27,34.10945,37,2.89055
Daniel Farke,Daniel Farke-KRA-2122,FK Krasnodar,2122,RUS-Premier League,2,49.01985,48.8676,-0.15225
Daniel Farke,Daniel Farke-NOR-1819,Norwich City,1819,ENG-Championship,33,62.72055,94,31.27945
Daniel Farke,Daniel Farke-NOR-1920,Norwich City,1920,ENG-Premier League,41,36.511,21,-15.511
Daniel Farke,Daniel Farke-NOR-2021,Norwich City,2021,ENG-Championship,35,78.7842,97,18.2158
Daniel Farke,Daniel Farke-NOR-2122,Norwich City,2122,ENG-Premier League,11,36.71765,25.40645,-11.3112
Daniel Meyer,Daniel Meyer-EBS-2021,Eintracht Braunschweig,2021,GER-Bundesliga 2,33,38.37445,31,-7.37445
Daniel Meyer,Daniel Meyer-ERZ-1819,Erzgebirge Aue,1819,GER-Bundesliga 2,28,36.7859,40,3.2141
Daniel Meyer,Daniel Meyer-ERZ-1920,Erzgebirge Aue,1920,GER-Bundesliga 2,2,41.73515,40.0601,-1.67505
Daniel Ramos,Daniel Ramos-BOA-1920,Boavista,1920,POR-Primeira Liga,19,42.47705,39,-3.47705
Daniel Ramos,Daniel Ramos-GDC-1819,GD Chaves,1819,POR-Primeira Liga,10,40.12865,36.09835,-4.0303
Daniel Ramos,Daniel Ramos-RIO-1819,Rio Ave FC,1819,POR-Primeira Liga,19,40.93465,45,4.06535
Daniel Ramos,Daniel Ramos-SCL-2021,CD Santa Clara,2021,POR-Primeira Liga,33,43.3016,46,2.6984
Daniel Ramos,Daniel Ramos-SCL-2122,CD Santa Clara,2122,POR-Primeira Liga,8,45.13525,40.39385,-4.7414
Daniel Stendel,Daniel Stendel-BAR-1819,Barnsley FC,1819,ENG-League One,34,77.2827,91,13.7173
Daniel Stendel,Daniel Stendel-BAR-1920,Barnsley FC,1920,ENG-Championship,9,48.7537,36.9894,-11.7643
Daniel Stendel,Daniel Stendel-HOM-1920,Heart of Midlothian,1920,SCO-premiership,12,35.09705,33.3801,-1.71695
Daniel Stendel,Daniel Stendel-NCY-2021,AS Nancy Lorraine,2021,FRA-Ligue 2,1,47,47,0
Daniel Stendel,Daniel Stendel-NCY-2122,AS Nancy Lorraine,2122,FRA-Ligue 2,7,46.82955,35.2941,-11.53545
Daniel Thioune,Daniel Thioune-F95-2122,Fortuna Düsseldorf,2122,GER-Bundesliga 2,14,37.47385,44,6.52615
Daniel Thioune,Daniel Thioune-HSV-2021,Hamburger SV,2021,GER-Bundesliga 2,29,58.85635,59.21215,0.3558
Daniel Thioune,Daniel Thioune-OSN-1920,VfL Osnabrück,1920,GER-Bundesliga 2,32,41.56255,40,-1.56255
Daniele Di Donato,Daniele Di Donato-TRAP-1920,Trapani Calcio,1920,ITA-Serie B,3,44,44,0
Daniele Gastaldello,Daniele Gastaldello-BRS-2021,Brescia Calcio,2021,ITA-Serie B,1,54.0078,54.0078,0
Danijel Zenković,Danijel Zenković-BRE-2122,Werder Bremen,2122,GER-Bundesliga 2,1,54.6281,54.6281,0
Danny Buijs,Danny Buijs-GRN-1819,FC Groningen,1819,NED-Eredivisie,29,37.78635,45,7.21365
Danny Buijs,Danny Buijs-GRN-1920,FC Groningen,1920,NED-Eredivisie,26,47.1059,45.9096,-1.1963
Danny Buijs,Danny Buijs-GRN-2021,FC Groningen,2021,NED-Eredivisie,33,43.8509,50,6.1491
Danny Buijs,Danny Buijs-GRN-2122,FC Groningen,2122,NED-Eredivisie,35,42.25435,36,-6.25435
Danny Cowley,Danny Cowley-HUD-1920,Huddersfield Town,1920,ENG-Championship,29,56.17255,49.9736,-6.19895
Danny Cowley,Danny Cowley-LCN-1819,Lincoln City,1819,ENG-League Two,34,87.7318,85,-2.7318
Danny Cowley,Danny Cowley-LCN-1920,Lincoln City,1920,ENG-League One,6,64.12975,65.07165,0.9419
Danny Cowley,Danny Cowley-POR-2021,Portsmouth FC,2021,ENG-League One,10,73.418,72,-1.418
Danny Cowley,Danny Cowley-POR-2122,Portsmouth FC,2122,ENG-League One,40,67.97995,73,5.02005
Danny Coyne,Danny Coyne-SHR-1819,Shrewsbury Town,1819,ENG-League One,2,58.1282,59.23195,1.10375
Danny Pugh,Danny Pugh-VALE-2021,Port Vale FC,2021,ENG-League Two,6,55.34835,54.40285,-0.9455
Danny Schofield,Danny Schofield-HUD-1920,Huddersfield Town,1920,ENG-Championship,2,51,51,0
Danny Whitaker,Danny Whitaker-MAC-1819,Macclesfield Town,1819,ENG-League Two,6,35.7441,36.29475,0.55065
Danny Whitaker,Danny Whitaker-MAC-1920,Macclesfield Town,1920,ENG-League Two,2,52.98095,52.2686,-0.71235
Darrell Clarke,Darrell Clarke-BRI-1819,Bristol Rovers,1819,ENG-League One,10,54.6883,43.69605,-10.99225
Darrell Clarke,Darrell Clarke-VALE-2021,Port Vale FC,2021,ENG-League Two,15,54.3804,60,5.6196
Darrell Clarke,Darrell Clarke-VALE-2122,Port Vale FC,2122,ENG-League Two,42,59.86235,78,18.13765
Darrell Clarke,Darrell Clarke-WAL-1920,Walsall FC,1920,ENG-League Two,34,62.33095,47,-15.33095
